id,application_id,name,full_name,pan,mobile,email,gender,age,date_of_birth,cibil,cibil_score,monthly_income,loan_amt,loan_amount_requested,tenure_months,existing_emi,type,loan_type,city,employment_type,loan_purpose,indicative_rate,property_type,created
RET-000105,RET-000105,Bhavesh Ahlawat,Bhavesh Ahlawat,XSUXZ5783N,9310653856,bhavesh105@outlook.com,M,24,2002-07-06,688,688,48989,2300000,2300000,12,8172,personal_loan,personal_loan,Delhi,salaried,Home appliances,14.47,,2025-03-15
RET-000106,RET-000106,Gauri Kumar,Gauri Kumar,PTZXS3655N,9639500948,gauri106@yahoo.co.in,F,22,2004-01-09,737,737,75988,6300000,6300000,180,12534,home_loan,home_loan,Chennai,salaried,Business expansion,16.26,ready_to_move,2026-01-30
RET-000107,RET-000107,Vrinda Saini,Vrinda Saini,CIEKH7194X,9294907994,vrinda107@yahoo.co.in,M,57,1969-11-02,850,850,93859,1200000,1200000,24,15893,personal_loan,personal_loan,Pune,self_employed_professional,Debt consolidation,17.78,,2026-02-14
RET-000108,RET-000108,Adhiraj Ranade,Adhiraj Ranade,LFUVG9755W,9845789557,adhiraj108@gmail.com,F,44,1982-01-13,821,821,136309,5600000,5600000,300,27540,home_loan,home_loan,Bengaluru,self_employed_professional,Business expansion,15.59,under_construction,2024-05-01
RET-000109,RET-000109,Sarath Arora,Sarath Arora,DBAXV4803N,9386732167,sarath109@gmail.com,O,54,1972-06-25,663,663,35555,4400000,4400000,240,178,home_loan,home_loan,Delhi,self_employed_non_professional,Wedding,10.96,ready_to_move,2025-10-30
RET-000110,RET-000110,Aaira Chandrasekaran,Aaira Chandrasekaran,XPKQQ3649D,9108692791,aaira110@hotmail.com,O,38,1988-07-10,879,879,147815,1400000,1400000,48,11350,personal_loan,personal_loan,Hyderabad,self_employed_professional,Vehicle purchase,12.78,,2024-04-08
RET-000111,RET-000111,Riya Savarkar,Riya Savarkar,HSRYK2492P,9250477588,riya111@hotmail.com,F,24,2002-04-05,876,876,136537,2600000,2600000,180,33247,home_loan,home_loan,Mumbai,self_employed_non_professional,Travel,14.21,ready_to_move,2026-02-13
RET-000112,RET-000112,Ishika Hooda,Ishika Hooda,UYGIM4387K,9681744652,ishika112@gmail.com,F,38,1988-08-10,605,605,37054,1300000,1300000,72,84,auto_loan,auto_loan,Kochi,salaried,Education,10.09,,2025-02-18
RET-000113,RET-000113,Vidya Chitale,Vidya Chitale,JQMYY3337M,9779555038,vidya113@hotmail.com,F,60,1966-01-02,733,733,202403,240000,240000,12,44225,gold_loan,gold_loan,Kolkata,salaried,Education,15.24,,2025-04-02
RET-000114,RET-000114,Karthik Nijjar,Karthik Nijjar,SHREE3440H,9883381098,karthik114@hotmail.com,O,22,2004-10-04,678,678,22218,180000,180000,18,1155,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Home renovation,15.38,,2024-08-20
RET-000115,RET-000115,Pankaj Venkataraman,Pankaj Venkataraman,YLXDL7031N,9308441131,pankaj115@rediffmail.com,O,32,1994-08-10,727,727,28419,400000,400000,36,8082,auto_loan,auto_loan,Bengaluru,salaried,Business expansion,17.87,,2024-10-25
RET-000116,RET-000116,Srinivas Kamble,Srinivas Kamble,MAYIJ3350P,9314092730,srinivas116@rediffmail.com,M,60,1966-02-02,777,777,217228,500000,500000,60,44934,personal_loan,personal_loan,Bengaluru,salaried,Debt consolidation,10.99,,2024-10-06
RET-000117,RET-000117,Saritha Hegde,Saritha Hegde,DQPJW9878B,9633858929,saritha117@hotmail.com,M,36,1990-10-04,792,792,137859,6000000,6000000,240,1337,home_loan,home_loan,Mumbai,self_employed_professional,Home renovation,9.58,under_construction,2025-03-21
RET-000118,RET-000118,Aayat Shetty,Aayat Shetty,SUUII8619O,9644877719,aayat118@yahoo.co.in,M,31,1995-01-20,884,884,128538,500000,500000,36,14820,auto_loan,auto_loan,Delhi,self_employed_non_professional,Vehicle purchase,10.17,,2025-02-16
RET-000119,RET-000119,Shaily Thomas,Shaily Thomas,XRARQ9508I,9201661554,shaily119@gmail.com,M,55,1971-08-26,884,884,165403,60000,60000,18,27454,gold_loan,gold_loan,Lucknow,self_employed_professional,Travel,9.99,,2025-05-28
RET-000120,RET-000120,Sowmya Phogat,Sowmya Phogat,KNJMQ6379Z,9620422684,sowmya120@gmail.com,M,39,1987-04-11,785,785,109203,6900000,6900000,240,14901,home_loan,home_loan,Bengaluru,salaried,Business expansion,17.02,under_construction,2025-10-05
RET-000121,RET-000121,Arjun Shah,Arjun Shah,QCBVT4789I,9184974530,arjun121@hotmail.com,F,35,1991-08-23,678,678,45337,2100000,2100000,60,6,personal_loan,personal_loan,Chennai,self_employed_non_professional,Medical emergency,15.46,,2025-07-26
RET-000122,RET-000122,Aanya Banerjee,Aanya Banerjee,NAZAX3155V,9721026924,aanya122@hotmail.com,F,53,1973-02-10,718,718,116155,2300000,2300000,36,23111,personal_loan,personal_loan,Bengaluru,self_employed_professional,Business expansion,13.38,,2024-08-16
RET-000123,RET-000123,Aagam Chopra,Aagam Chopra,VDCUM4786G,9614245051,aagam123@rediffmail.com,M,51,1975-11-06,655,655,51385,400000,400000,48,15062,personal_loan,personal_loan,Bengaluru,self_employed_professional,Consumer durables,14.74,,2024-11-13
RET-000124,RET-000124,Samir Kshirsagar,Samir Kshirsagar,AEQYQ9534Z,9325162101,samir124@hotmail.com,O,38,1988-01-08,811,811,50848,700000,700000,36,7607,auto_loan,auto_loan,Delhi,self_employed_professional,Home appliances,18.03,,2024-04-17
RET-000125,RET-000125,Sneha Dubey,Sneha Dubey,RJQTN4009A,9504849071,sneha125@gmail.com,M,56,1970-09-16,721,721,91795,130000,130000,24,24177,gold_loan,gold_loan,Mumbai,self_employed_professional,Debt consolidation,16.22,,2024-09-26
RET-000126,RET-000126,Amarjeet Chauhan,Amarjeet Chauhan,PYYFX1178X,9388817445,amarjeet126@hotmail.com,O,42,1984-04-17,564,564,116546,2400000,2400000,12,21334,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Personal expenses,18.47,,2024-12-21
RET-000127,RET-000127,Aarchi Bajpai,Aarchi Bajpai,QDSEF2323I,9266180121,aarchi127@hotmail.com,O,48,1978-08-26,717,717,309835,5300000,5300000,300,23955,home_loan,home_loan,Bengaluru,self_employed_non_professional,Solar panel installation,13.31,under_construction,2024-11-29
RET-000128,RET-000128,Lavanya Tiwari,Lavanya Tiwari,ZYCQB6178G,9789280056,lavanya128@hotmail.com,O,55,1971-05-13,667,667,121751,300000,300000,36,1505,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Medical emergency,16.96,,2025-05-30
RET-000129,RET-000129,Bhumi Thiruvengadam,Bhumi Thiruvengadam,DHBTK1111C,9259246819,bhumi129@rediffmail.com,F,25,2001-06-21,797,797,28550,1700000,1700000,48,5373,auto_loan,auto_loan,Bengaluru,salaried,Debt consolidation,15.08,,2024-06-14
RET-000130,RET-000130,Kajal Subramanian,Kajal Subramanian,PFCTC2953K,9706107667,kajal130@gmail.com,F,59,1967-01-14,844,844,44064,1900000,1900000,72,12013,auto_loan,auto_loan,Hyderabad,salaried,Medical emergency,14.86,,2026-02-13
RET-000131,RET-000131,Abhimanyu Khatri,Abhimanyu Khatri,BSYGH5074Q,9270492108,abhimanyu131@gmail.com,F,54,1972-04-01,679,679,385061,6600000,6600000,300,24360,home_loan,home_loan,Pune,self_employed_professional,Travel,10.53,under_construction,2024-03-10
RET-000132,RET-000132,Vrinda Peter,Vrinda Peter,AWCFU7806E,9814852290,vrinda132@yahoo.co.in,O,57,1969-04-15,866,866,62995,1800000,1800000,120,18819,home_loan,home_loan,Mumbai,self_employed_professional,Solar panel installation,11.39,ready_to_move,2026-01-10
RET-000133,RET-000133,Pranjal Bhattacharya,Pranjal Bhattacharya,ZHXFA2554Q,9243698414,pranjal133@yahoo.co.in,O,39,1987-07-17,779,779,46904,7500000,7500000,300,4020,home_loan,home_loan,Bengaluru,self_employed_non_professional,Wedding,14.99,under_construction,2024-11-23
RET-000134,RET-000134,Swara Balakrishnan,Swara Balakrishnan,GDPPL3544W,9131407994,swara134@yahoo.co.in,O,41,1985-04-14,851,851,296274,800000,800000,24,94320,personal_loan,personal_loan,Bengaluru,self_employed_professional,Debt consolidation,9.63,,2025-10-25
RET-000135,RET-000135,Gauri Mann,Gauri Mann,IMHKG1798B,9350477037,gauri135@rediffmail.com,F,33,1993-03-16,776,776,46622,400000,400000,72,5262,auto_loan,auto_loan,Ahmedabad,self_employed_professional,Solar panel installation,15.85,,2024-03-04
RET-000136,RET-000136,Utkarsh Tanwar,Utkarsh Tanwar,YHIOX1632W,9957212593,utkarsh136@gmail.com,M,27,1999-07-06,698,698,110972,190000,190000,6,5340,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Home appliances,13.05,,2025-07-03
RET-000137,RET-000137,Pavan Virk,Pavan Virk,WLKOO3874C,9501727907,pavan137@rediffmail.com,M,60,1966-05-07,773,773,127148,5400000,5400000,180,18544,home_loan,home_loan,Bengaluru,self_employed_professional,Debt consolidation,10.07,ready_to_move,2025-08-01
RET-000138,RET-000138,Aaliya D'Souza,Aaliya D'Souza,BAFRB3386R,9617844235,aaliya138@gmail.com,M,22,2004-02-10,741,741,137451,2300000,2300000,48,34990,personal_loan,personal_loan,Mumbai,self_employed_professional,Wedding,10.66,,2025-08-09
RET-000139,RET-000139,Amisha Sequeira,Amisha Sequeira,ZIRFE7068B,9214318273,amisha139@yahoo.co.in,M,54,1972-06-10,702,702,96004,100000,100000,12,3416,personal_loan,personal_loan,Kolkata,self_employed_non_professional,Solar panel installation,17.14,,2024-08-06
RET-000140,RET-000140,Meghna Sivaramakrishnan,Meghna Sivaramakrishnan,DLQJO8602W,9176074091,meghna140@rediffmail.com,F,59,1967-07-17,808,808,22448,7300000,7300000,240,199,home_loan,home_loan,Delhi,self_employed_professional,Consumer durables,10.4,ready_to_move,2025-07-29
RET-000141,RET-000141,Venkat Reddy,Venkat Reddy,MCSRF3444Q,9465748127,venkat141@gmail.com,F,22,2004-05-24,703,703,58893,2000000,2000000,36,16934,auto_loan,auto_loan,Bengaluru,salaried,Debt consolidation,13.5,,2025-06-20
RET-000142,RET-000142,Meena Dagar,Meena Dagar,LTWPX3807Y,9346626464,meena142@yahoo.co.in,M,33,1993-01-12,827,827,77503,4300000,4300000,300,20648,home_loan,home_loan,Bengaluru,salaried,Travel,15.71,under_construction,2024-10-06
RET-000143,RET-000143,Harsh Chaturvedi,Harsh Chaturvedi,INZRX1722B,9714746031,harsh143@outlook.com,M,43,1983-09-20,792,792,57266,300000,300000,60,3512,personal_loan,personal_loan,Delhi,self_employed_professional,Personal expenses,11.9,,2025-01-25
RET-000144,RET-000144,Aazeen Paul,Aazeen Paul,RGUFW7075G,9902182889,aazeen144@rediffmail.com,O,46,1980-09-22,724,724,72849,1000000,1000000,12,13721,personal_loan,personal_loan,Bengaluru,salaried,Home renovation,15.85,,2024-03-26
RET-000145,RET-000145,Shruti Menon,Shruti Menon,CSQKO3130N,9310225186,shruti145@gmail.com,O,26,2000-09-03,786,786,24187,1800000,1800000,60,6487,education_loan,education_loan,Kolkata,salaried,Debt consolidation,9.65,,2024-07-21
RET-000146,RET-000146,Komal Murthy,Komal Murthy,EXMLH6379K,9738898729,komal146@gmail.com,F,37,1989-09-08,873,873,365022,1100000,1100000,36,120744,personal_loan,personal_loan,Ahmedabad,self_employed_professional,Debt consolidation,12.28,,2025-12-09
RET-000147,RET-000147,Komal Pannu,Komal Pannu,OLUCO1688S,9719440494,komal147@rediffmail.com,O,41,1985-02-25,775,775,37512,2500000,2500000,300,2994,home_loan,home_loan,Pune,self_employed_non_professional,Home appliances,14.5,under_construction,2024-05-25
RET-000148,RET-000148,Adhira Fernandes,Adhira Fernandes,QOMVX4511A,9472853694,adhira148@rediffmail.com,M,55,1971-04-02,716,716,331253,1400000,1400000,36,49155,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Vehicle purchase,11.0,,2024-04-17
RET-000149,RET-000149,Aatmaj Banerjee,Aatmaj Banerjee,EDPIT3538I,9845151665,aatmaj149@outlook.com,F,33,1993-01-18,801,801,42364,2000000,2000000,12,10467,personal_loan,personal_loan,Bengaluru,self_employed_professional,Solar panel installation,9.53,,2026-01-27
RET-000150,RET-000150,Neha Ranade,Neha Ranade,AOEUF5954P,9646025021,neha150@gmail.com,F,28,1998-06-12,845,845,31334,7200000,7200000,180,563,home_loan,home_loan,Bengaluru,salaried,Debt consolidation,14.36,under_construction,2026-02-08
RET-000151,RET-000151,Angad Hayer,Angad Hayer,ZRBUT1689N,9917559208,angad151@gmail.com,M,27,1999-04-24,658,658,43954,3100000,3100000,180,11792,home_loan,home_loan,Mumbai,salaried,Consumer durables,15.52,under_construction,2024-12-15
RET-000152,RET-000152,Adhavan Chidambaram,Adhavan Chidambaram,TWFZZ5680I,9602079092,adhavan152@hotmail.com,M,22,2004-10-16,770,770,266526,1800000,1800000,24,26830,personal_loan,personal_loan,Pune,self_employed_non_professional,Medical emergency,12.67,,2025-07-12
RET-000153,RET-000153,Swati Shinde,Swati Shinde,IYEAZ6306A,9418603706,swati153@rediffmail.com,O,41,1985-11-27,756,756,44487,5800000,5800000,120,10215,home_loan,home_loan,Mumbai,self_employed_professional,Travel,11.13,ready_to_move,2025-04-15
RET-000154,RET-000154,Archana Deol,Archana Deol,FUNFJ1626N,9306905737,archana154@outlook.com,O,35,1991-01-11,838,838,29684,5400000,5400000,120,1037,home_loan,home_loan,Bengaluru,salaried,Business expansion,12.8,ready_to_move,2025-11-05
RET-000155,RET-000155,Akanksha Vedak,Akanksha Vedak,OLYXC4665S,9625072608,akanksha155@rediffmail.com,O,40,1986-07-25,831,831,29127,3500000,3500000,120,7476,home_loan,home_loan,Bengaluru,self_employed_non_professional,Vehicle purchase,15.79,ready_to_move,2026-01-22
RET-000156,RET-000156,Abhirup Shah,Abhirup Shah,OCTBU3296Q,9853167103,abhirup156@hotmail.com,F,41,1985-05-03,707,707,110142,2500000,2500000,120,14883,education_loan,education_loan,Delhi,salaried,Debt consolidation,9.89,,2024-07-15
RET-000157,RET-000157,Murali Paul,Murali Paul,NHYLZ4194E,9792341262,murali157@hotmail.com,M,22,2004-09-02,678,678,64001,1800000,1800000,72,8151,auto_loan,auto_loan,Ahmedabad,self_employed_professional,Business expansion,16.89,,2024-04-18
RET-000158,RET-000158,Abhishek Mudaliar,Abhishek Mudaliar,FZJTF6900E,9892729490,abhishek158@yahoo.co.in,O,55,1971-11-20,807,807,149352,800000,800000,72,40255,auto_loan,auto_loan,Mumbai,self_employed_professional,Home appliances,13.06,,2024-11-08
RET-000159,RET-000159,Rohini Sundaram,Rohini Sundaram,XFCWC3393S,9358884768,rohini159@rediffmail.com,F,23,2003-08-25,862,862,56876,3800000,3800000,180,1408,home_loan,home_loan,Bengaluru,salaried,Business expansion,13.15,under_construction,2024-08-05
RET-000160,RET-000160,Naresh Arunachalam,Naresh Arunachalam,SRRIE2070F,9838307681,naresh160@rediffmail.com,F,31,1995-01-25,694,694,35468,1600000,1600000,60,5704,personal_loan,personal_loan,Bengaluru,salaried,Wedding,16.02,,2024-04-30
RET-000161,RET-000161,Indira Philip,Indira Philip,FSOJM9928X,9972415568,indira161@outlook.com,O,30,1996-04-17,735,735,114148,500000,500000,36,16326,personal_loan,personal_loan,Pune,salaried,Business expansion,18.31,,2024-04-16
RET-000162,RET-000162,Kunal Thirumeni,Kunal Thirumeni,GRGDN1669F,9753025411,kunal162@rediffmail.com,M,26,2000-06-27,809,809,98643,700000,700000,36,6490,auto_loan,auto_loan,Chennai,self_employed_non_professional,Business expansion,16.87,,2025-07-09
RET-000163,RET-000163,Smitha Kamble,Smitha Kamble,BKBIN3934H,9114193859,smitha163@hotmail.com,F,39,1987-06-25,872,872,123972,4800000,4800000,180,7071,home_loan,home_loan,Ahmedabad,self_employed_professional,Personal expenses,14.85,under_construction,2026-01-20
RET-000164,RET-000164,Naresh Dhaliwal,Naresh Dhaliwal,FMGIZ4132J,9435240279,naresh164@rediffmail.com,M,39,1987-06-07,642,642,132963,2000000,2000000,36,11714,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Education,15.95,,2025-03-30
RET-000165,RET-000165,Devika Nandi,Devika Nandi,JLKKH5069G,9683429745,devika165@hotmail.com,F,53,1973-05-27,898,898,135880,80000,80000,18,40748,gold_loan,gold_loan,Kolkata,salaried,Business expansion,17.36,,2025-05-05
RET-000166,RET-000166,Jaya Datta,Jaya Datta,LAXKI9186M,9832778099,jaya166@gmail.com,F,39,1987-06-16,738,738,87065,5500000,5500000,120,948,home_loan,home_loan,Lucknow,self_employed_professional,Consumer durables,18.21,ready_to_move,2026-02-09
RET-000167,RET-000167,Dheeraj Rajan,Dheeraj Rajan,UTRAC4634Z,9686462688,dheeraj167@gmail.com,M,53,1973-08-10,699,699,57578,4700000,4700000,180,11223,home_loan,home_loan,Bengaluru,self_employed_professional,Travel,11.84,ready_to_move,2025-03-04
RET-000168,RET-000168,Abhilasha Ganguly,Abhilasha Ganguly,YGXJG4424W,9886260686,abhilasha168@gmail.com,O,24,2002-12-12,676,676,24746,1700000,1700000,48,2336,auto_loan,auto_loan,Hyderabad,self_employed_non_professional,Consumer durables,16.79,,2025-09-13
RET-000169,RET-000169,Jaya Iyer,Jaya Iyer,BYJCJ3506M,9118068626,jaya169@rediffmail.com,M,54,1972-12-28,750,750,138060,2600000,2600000,120,17190,home_loan,home_loan,Mumbai,self_employed_non_professional,Consumer durables,10.33,under_construction,2025-06-23
RET-000170,RET-000170,Pranav James,Pranav James,ADQPK6941L,9152238731,pranav170@yahoo.co.in,F,39,1987-07-19,706,706,46908,1900000,1900000,24,7327,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Medical emergency,12.04,,2025-03-30
RET-000171,RET-000171,Aayush Bajpai,Aayush Bajpai,MHDYX3373D,9672414285,aayush171@outlook.com,M,34,1992-04-06,853,853,51452,7700000,7700000,120,10073,home_loan,home_loan,Surat,salaried,Business expansion,11.48,under_construction,2025-12-13
RET-000172,RET-000172,Anjali Bhat,Anjali Bhat,RVMIW4794L,9600860562,anjali172@outlook.com,F,42,1984-12-16,808,808,91291,180000,180000,6,10903,gold_loan,gold_loan,Hyderabad,self_employed_non_professional,Medical emergency,12.43,,2024-12-18
RET-000173,RET-000173,Mohan Bose,Mohan Bose,RWDHG4999K,9522670449,mohan173@outlook.com,O,50,1976-10-10,853,853,142727,3000000,3000000,180,37508,home_loan,home_loan,Ahmedabad,salaried,Travel,16.98,ready_to_move,2025-01-02
RET-000174,RET-000174,Aruna Maheshwari,Aruna Maheshwari,BJQDO5189P,9898757519,aruna174@hotmail.com,O,46,1980-05-16,775,775,49843,400000,400000,60,1006,personal_loan,personal_loan,Bengaluru,self_employed_professional,Personal expenses,16.97,,2024-07-13
RET-000175,RET-000175,Pooja Mudaliar,Pooja Mudaliar,OBWLW2907V,9901110662,pooja175@hotmail.com,O,43,1983-05-17,708,708,112096,700000,700000,60,13666,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Personal expenses,12.9,,2024-11-13
RET-000176,RET-000176,Achintya Pawar,Achintya Pawar,JLBRD7479C,9563055563,achintya176@hotmail.com,M,46,1980-06-15,787,787,53774,2700000,2700000,120,15887,home_loan,home_loan,Hyderabad,self_employed_professional,Vehicle purchase,15.75,under_construction,2024-10-05
RET-000177,RET-000177,Khushi Mittal,Khushi Mittal,YXNWL8569E,9534715279,khushi177@hotmail.com,O,35,1991-09-27,796,796,50804,220000,220000,18,7154,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Wedding,10.84,,2025-07-16
RET-000178,RET-000178,Shivani Apte,Shivani Apte,IGMIA3349U,9297042001,shivani178@yahoo.co.in,M,36,1990-03-19,706,706,34970,1200000,1200000,60,6994,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Solar panel installation,12.84,,2026-01-12
RET-000179,RET-000179,Deepa Tripathi,Deepa Tripathi,OJNZT3674C,9256961985,deepa179@gmail.com,O,31,1995-09-18,880,880,60130,250000,250000,18,3793,gold_loan,gold_loan,Ahmedabad,salaried,Home appliances,13.89,,2026-03-01
RET-000180,RET-000180,Dheeraj Apte,Dheeraj Apte,XRQDF1177W,9219850947,dheeraj180@hotmail.com,F,30,1996-10-11,849,849,262565,1200000,1200000,48,63356,auto_loan,auto_loan,Bengaluru,self_employed_professional,Solar panel installation,13.71,,2025-10-18
RET-000181,RET-000181,Tejaswi Deshpande,Tejaswi Deshpande,MANCR6248F,9495928272,tejaswi181@yahoo.co.in,F,29,1997-03-22,753,753,29458,800000,800000,60,2336,personal_loan,personal_loan,Bengaluru,salaried,Travel,14.32,,2024-06-04
RET-000182,RET-000182,Sonia Rajput,Sonia Rajput,XJCUU3053I,9303515782,sonia182@rediffmail.com,M,49,1977-10-17,763,763,53563,4400000,4400000,240,17255,home_loan,home_loan,Pune,self_employed_professional,Home appliances,17.1,ready_to_move,2024-09-08
RET-000183,RET-000183,Pavan Arunachalam,Pavan Arunachalam,UGBVD9528M,9912051192,pavan183@yahoo.co.in,F,26,2000-08-02,857,857,83652,300000,300000,24,2254,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Travel,10.45,,2025-07-24
RET-000184,RET-000184,Mohit Sidhu,Mohit Sidhu,RNGWX2090C,9510975838,mohit184@yahoo.co.in,F,35,1991-12-13,724,724,107211,500000,500000,36,6430,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Home appliances,13.03,,2025-02-19
RET-000185,RET-000185,Yashwanth Dubey,Yashwanth Dubey,XLQLX7496J,9542673784,yashwanth185@yahoo.co.in,O,28,1998-01-15,653,653,55067,5000000,5000000,120,13419,home_loan,home_loan,Hyderabad,salaried,Consumer durables,14.37,under_construction,2025-02-28
